file_name,actual_class
haze_197.tif,1
haze_198.tif,1
haze_211.tif,1
haze_213.tif,1
haze_216.tif,1
haze_222.tif,1
haze_226.tif,1
haze_234.tif,1
haze_249.tif,1
haze_25.tif,1
haze_252.tif,1
haze_254.tif,1
haze_257.tif,1
haze_266.tif,1
haze_269.tif,1
haze_271.tif,1
haze_274.tif,1
haze_280.tif,1
haze_282.tif,1
haze_285.tif,1
haze_286.tif,1
haze_287.tif,1
haze_292.tif,1
haze_293.tif,1
haze_299.tif,1
haze_30.tif,1
haze_304.tif,1
haze_306.tif,1
haze_312.tif,1
haze_314.tif,1
haze_318.tif,1
haze_323.tif,1
haze_325.tif,1
haze_329.tif,1
haze_33.tif,1
haze_333.tif,1
haze_341.tif,1
haze_343.tif,1
haze_349.tif,1
haze_350.tif,1
haze_351.tif,1
haze_354.tif,1
haze_362.tif,1
haze_363.tif,1
haze_369.tif,1
haze_372.tif,1
haze_39.tif,1
haze_393.tif,1
haze_412.tif,1
haze_419.tif,1
haze_421.tif,1
haze_429.tif,1
haze_43.tif,1
haze_442.tif,1
haze_450.tif,1
haze_455.tif,1
haze_456.tif,1
haze_461.tif,1
haze_464.tif,1
haze_468.tif,1
haze_476.tif,1
haze_479.tif,1
haze_481.tif,1
haze_485.tif,1
haze_486.tif,1
haze_489.tif,1
haze_49.tif,1
haze_498.tif,1
haze_50.tif,1
haze_501.tif,1
haze_504.tif,1
haze_508.tif,1
haze_509.tif,1
haze_514.tif,1
haze_517.tif,1
haze_52.tif,1
haze_520.tif,1
haze_530.tif,1
haze_54.tif,1
haze_540.tif,1
haze_547.tif,1
haze_557.tif,1
haze_559.tif,1
haze_56.tif,1
haze_563.tif,1
haze_564.tif,1
haze_566.tif,1
haze_568.tif,1
haze_57.tif,1
haze_576.tif,1
haze_583.tif,1
haze_590.tif,1
haze_6.tif,1
haze_600.tif,1
haze_601.tif,1
haze_604.tif,1
haze_606.tif,1
haze_607.tif,1
haze_61.tif,1
haze_610.tif,1
haze_62.tif,1
haze_625.tif,1
haze_626.tif,1
haze_628.tif,1
haze_629.tif,1
haze_630.tif,1
haze_636.tif,1
haze_637.tif,1
haze_64.tif,1
haze_642.tif,1
haze_651.tif,1
haze_66.tif,1
haze_661.tif,1
haze_664.tif,1
haze_666.tif,1
haze_693.tif,1
haze_694.tif,1
haze_698.tif,1
haze_7.tif,1
haze_70.tif,1
haze_708.tif,1
haze_720.tif,1
haze_723.tif,1
haze_726.tif,1
haze_736.tif,1
haze_741.tif,1
haze_749.tif,1
haze_753.tif,1
haze_754.tif,1
haze_759.tif,1
haze_766.tif,1
haze_769.tif,1
haze_771.tif,1
haze_778.tif,1
haze_78.tif,1
haze_782.tif,1
haze_799.tif,1
haze_802.tif,1
haze_803.tif,1
haze_805.tif,1
haze_813.tif,1
haze_823.tif,1
haze_830.tif,1
haze_841.tif,1
haze_845.tif,1
haze_846.tif,1
haze_852.tif,1
haze_853.tif,1
haze_863.tif,1
haze_867.tif,1
haze_868.tif,1
haze_883.tif,1
haze_892.tif,1
haze_893.tif,1
haze_905.tif,1
haze_906.tif,1
haze_909.tif,1
haze_912.tif,1
haze_914.tif,1
haze_916.tif,1
haze_922.tif,1
haze_930.tif,1
haze_932.tif,1
haze_935.tif,1
haze_940.tif,1
haze_945.tif,1
haze_946.tif,1
haze_959.tif,1
haze_96.tif,1
haze_960.tif,1
haze_962.tif,1
haze_98.tif,1
haze_987.tif,1
haze_994.tif,1
land_100.tif,2
land_1000.tif,2
land_1002.tif,2
land_1004.tif,2
land_101.tif,2
land_1012.tif,2
land_1013.tif,2
land_1016.tif,2
land_1017.tif,2
land_1018.tif,2
land_1019.tif,2
land_106.tif,2
land_109.tif,2
land_121.tif,2
land_124.tif,2
land_128.tif,2
land_131.tif,2
land_139.tif,2
land_142.tif,2
land_156.tif,2
land_16.tif,2
land_162.tif,2
land_165.tif,2
land_17.tif,2
land_171.tif,2
land_173.tif,2
land_178.tif,2
land_183.tif,2
land_192.tif,2
land_193.tif,2
land_198.tif,2
land_20.tif,2
land_202.tif,2
land_203.tif,2
land_205.tif,2
land_210.tif,2
land_211.tif,2
land_213.tif,2
land_215.tif,2
land_217.tif,2
land_220.tif,2
land_221.tif,2
land_228.tif,2
land_236.tif,2
land_239.tif,2
land_241.tif,2
land_243.tif,2
land_247.tif,2
land_252.tif,2
land_255.tif,2
land_259.tif,2
land_278.tif,2
land_286.tif,2
land_290.tif,2
land_291.tif,2
land_3.tif,2
land_303.tif,2
land_315.tif,2
land_317.tif,2
land_324.tif,2
land_325.tif,2
land_326.tif,2
land_33.tif,2
land_34.tif,2
land_35.tif,2
land_361.tif,2
land_362.tif,2
land_369.tif,2
land_374.tif,2
land_375.tif,2
land_386.tif,2
land_39.tif,2
land_399.tif,2
land_401.tif,2
land_402.tif,2
land_403.tif,2
land_413.tif,2
land_415.tif,2
land_418.tif,2
land_426.tif,2
land_428.tif,2
land_430.tif,2
land_44.tif,2
land_444.tif,2
land_457.tif,2
land_461.tif,2
land_466.tif,2
land_468.tif,2
land_470.tif,2
land_476.tif,2
land_490.tif,2
land_495.tif,2
land_499.tif,2
land_500.tif,2
land_501.tif,2
land_502.tif,2
land_503.tif,2
land_511.tif,2
land_523.tif,2
land_524.tif,2
land_525.tif,2
land_528.tif,2
land_533.tif,2
land_542.tif,2
land_544.tif,2
land_549.tif,2
land_55.tif,2
land_552.tif,2
land_553.tif,2
land_557.tif,2
land_56.tif,2
land_560.tif,2
land_562.tif,2
land_566.tif,2
land_569.tif,2
land_57.tif,2
land_574.tif,2
land_58.tif,2
land_584.tif,2
land_586.tif,2
land_587.tif,2
land_593.tif,2
land_60.tif,2
land_600.tif,2
land_603.tif,2
land_605.tif,2
land_606.tif,2
land_615.tif,2
land_616.tif,2
land_621.tif,2
land_622.tif,2
land_624.tif,2
land_633.tif,2
land_636.tif,2
land_639.tif,2
land_64.tif,2
land_647.tif,2
land_649.tif,2
land_653.tif,2
land_655.tif,2
land_658.tif,2
land_661.tif,2
land_663.tif,2
land_67.tif,2
land_672.tif,2
land_673.tif,2
land_677.tif,2
land_678.tif,2
land_686.tif,2
land_692.tif,2
land_719.tif,2
land_739.tif,2
land_74.tif,2
land_742.tif,2
land_743.tif,2
land_746.tif,2
land_750.tif,2
land_751.tif,2
land_755.tif,2
land_756.tif,2
land_759.tif,2
land_768.tif,2
land_770.tif,2
land_772.tif,2
land_773.tif,2
land_778.tif,2
land_781.tif,2
land_785.tif,2
land_788.tif,2
land_793.tif,2
land_796.tif,2
land_797.tif,2
land_814.tif,2
land_817.tif,2
land_823.tif,2
land_825.tif,2
land_83.tif,2
land_831.tif,2
land_834.tif,2
land_838.tif,2
land_849.tif,2
land_860.tif,2
land_866.tif,2
land_869.tif,2
land_871.tif,2
land_886.tif,2
land_892.tif,2
land_894.tif,2
land_898.tif,2
land_899.tif,2
land_905.tif,2
land_907.tif,2
land_91.tif,2
land_912.tif,2
land_923.tif,2
land_924.tif,2
land_932.tif,2
land_934.tif,2
land_939.tif,2
land_943.tif,2
land_949.tif,2
land_955.tif,2
land_961.tif,2
land_963.tif,2
land_967.tif,2
land_97.tif,2
land_974.tif,2
land_975.tif,2
land_980.tif,2
land_982.tif,2
land_983.tif,2
land_987.tif,2
land_988.tif,2
land_99.tif,2
land_995.tif,2
seaside_1000.tif,2
seaside_1004.tif,2
seaside_105.tif,2
seaside_113.tif,2
seaside_118.tif,2
seaside_121.tif,2
seaside_126.tif,2
seaside_128.tif,2
seaside_136.tif,2
seaside_140.tif,2
seaside_149.tif,2
seaside_151.tif,2
seaside_154.tif,2
seaside_155.tif,2
seaside_156.tif,2
seaside_160.tif,2
seaside_166.tif,2
seaside_17.tif,2
seaside_178.tif,2
seaside_180.tif,2
seaside_189.tif,2
seaside_192.tif,2
seaside_202.tif,2
seaside_204.tif,2
seaside_211.tif,2
seaside_227.tif,2
seaside_232.tif,2
seaside_234.tif,2
seaside_24.tif,2
seaside_257.tif,2
seaside_259.tif,2
seaside_278.tif,2
seaside_283.tif,2
seaside_286.tif,2
seaside_287.tif,2
seaside_29.tif,2
seaside_293.tif,2
seaside_304.tif,2
seaside_308.tif,2
seaside_310.tif,2
seaside_312.tif,2
seaside_314.tif,2
seaside_318.tif,2
seaside_32.tif,2
seaside_321.tif,2
seaside_323.tif,2
seaside_327.tif,2
seaside_331.tif,2
seaside_334.tif,2
seaside_339.tif,2
seaside_342.tif,2
seaside_347.tif,2
seaside_348.tif,2
seaside_352.tif,2
seaside_355.tif,2
seaside_358.tif,2
seaside_367.tif,2
seaside_371.tif,2
seaside_372.tif,2
seaside_380.tif,2
seaside_39.tif,2
seaside_393.tif,2
seaside_395.tif,2
seaside_397.tif,2
seaside_398.tif,2
seaside_4.tif,2
seaside_410.tif,2
seaside_411.tif,2
seaside_420.tif,2
seaside_439.tif,2
seaside_440.tif,2
seaside_442.tif,2
seaside_444.tif,2
seaside_45.tif,2
seaside_455.tif,2
seaside_47.tif,2
seaside_485.tif,2
seaside_487.tif,2
seaside_491.tif,2
seaside_494.tif,2
seaside_505.tif,2
seaside_512.tif,2
seaside_523.tif,2
seaside_528.tif,2
seaside_534.tif,2
seaside_537.tif,2
seaside_539.tif,2
seaside_547.tif,2
seaside_552.tif,2
seaside_555.tif,2
seaside_559.tif,2
seaside_562.tif,2
seaside_563.tif,2
seaside_564.tif,2
seaside_565.tif,2
seaside_567.tif,2
seaside_57.tif,2
seaside_570.tif,2
seaside_577.tif,2
seaside_582.tif,2
seaside_583.tif,2
seaside_586.tif,2
seaside_588.tif,2
seaside_59.tif,2
seaside_594.tif,2
seaside_601.tif,2
seaside_62.tif,2
seaside_625.tif,2
seaside_63.tif,2
seaside_632.tif,2
seaside_634.tif,2
seaside_637.tif,2
seaside_642.tif,2
seaside_646.tif,2
seaside_649.tif,2
seaside_651.tif,2
seaside_658.tif,2
seaside_665.tif,2
seaside_668.tif,2
seaside_669.tif,2
seaside_679.tif,2
seaside_684.tif,2
seaside_69.tif,2
seaside_691.tif,2
seaside_692.tif,2
seaside_706.tif,2
seaside_71.tif,2
seaside_719.tif,2
seaside_721.tif,2
seaside_729.tif,2
seaside_73.tif,2
seaside_733.tif,2
seaside_737.tif,2
seaside_738.tif,2
seaside_744.tif,2
seaside_745.tif,2
seaside_753.tif,2
seaside_754.tif,2
seaside_755.tif,2
seaside_757.tif,2
seaside_758.tif,2
seaside_763.tif,2
seaside_765.tif,2
seaside_768.tif,2
seaside_77.tif,2
seaside_771.tif,2
seaside_777.tif,2
seaside_778.tif,2
seaside_781.tif,2
seaside_788.tif,2
seaside_794.tif,2
seaside_795.tif,2
seaside_798.tif,2
seaside_800.tif,2
seaside_808.tif,2
seaside_812.tif,2
seaside_813.tif,2
seaside_814.tif,2
seaside_819.tif,2
seaside_825.tif,2
seaside_826.tif,2
seaside_83.tif,2
seaside_837.tif,2
seaside_840.tif,2
seaside_845.tif,2
seaside_847.tif,2
seaside_849.tif,2
seaside_850.tif,2
seaside_862.tif,2
seaside_863.tif,2
seaside_867.tif,2
seaside_868.tif,2
seaside_874.tif,2
seaside_884.tif,2
seaside_890.tif,2
seaside_896.tif,2
seaside_898.tif,2
seaside_903.tif,2
seaside_907.tif,2
seaside_912.tif,2
seaside_915.tif,2
seaside_916.tif,2
seaside_917.tif,2
seaside_921.tif,2
seaside_929.tif,2
seaside_931.tif,2
seaside_943.tif,2
seaside_955.tif,2
seaside_956.tif,2
seaside_957.tif,2
seaside_959.tif,2
seaside_967.tif,2
seaside_971.tif,2
seaside_975.tif,2
seaside_977.tif,2
seaside_979.tif,2
seaside_985.tif,2
seaside_993.tif,2
smoke_10.tif,0
smoke_100.tif,0
smoke_1004.tif,0
smoke_1008.tif,0
smoke_1009.tif,0
smoke_115.tif,0
smoke_116.tif,0
smoke_117.tif,0
smoke_126.tif,0
smoke_13.tif,0
smoke_131.tif,0
smoke_136.tif,0
smoke_142.tif,0
smoke_144.tif,0
smoke_15.tif,0
smoke_16.tif,0
smoke_165.tif,0
smoke_167.tif,0
smoke_171.tif,0
smoke_179.tif,0
smoke_181.tif,0
smoke_184.tif,0
smoke_185.tif,0
smoke_203.tif,0
smoke_206.tif,0
smoke_207.tif,0
smoke_216.tif,0
smoke_22.tif,0
smoke_220.tif,0
smoke_221.tif,0
smoke_224.tif,0
smoke_226.tif,0
smoke_229.tif,0
smoke_23.tif,0
smoke_230.tif,0
smoke_234.tif,0
smoke_235.tif,0
smoke_239.tif,0
smoke_240.tif,0
smoke_241.tif,0
smoke_243.tif,0
smoke_247.tif,0
smoke_248.tif,0
smoke_257.tif,0
smoke_258.tif,0
smoke_26.tif,0
smoke_27.tif,0
smoke_281.tif,0
smoke_290.tif,0
smoke_307.tif,0
smoke_309.tif,0
smoke_310.tif,0
smoke_316.tif,0
smoke_318.tif,0
smoke_319.tif,0
smoke_320.tif,0
smoke_321.tif,0
smoke_327.tif,0
smoke_330.tif,0
smoke_332.tif,0
smoke_335.tif,0
smoke_34.tif,0
smoke_345.tif,0
smoke_348.tif,0
smoke_354.tif,0
smoke_359.tif,0
smoke_36.tif,0
smoke_365.tif,0
smoke_366.tif,0
smoke_369.tif,0
smoke_37.tif,0
smoke_371.tif,0
smoke_382.tif,0
smoke_384.tif,0
smoke_390.tif,0
smoke_394.tif,0
smoke_398.tif,0
smoke_399.tif,0
smoke_403.tif,0
smoke_404.tif,0
smoke_409.tif,0
smoke_410.tif,0
smoke_411.tif,0
smoke_413.tif,0
smoke_414.tif,0
smoke_415.tif,0
smoke_42.tif,0
smoke_425.tif,0
smoke_428.tif,0
smoke_437.tif,0
smoke_44.tif,0
smoke_441.tif,0
smoke_446.tif,0
smoke_45.tif,0
smoke_450.tif,0
smoke_453.tif,0
smoke_455.tif,0
smoke_456.tif,0
smoke_458.tif,0
smoke_461.tif,0
smoke_47.tif,0
smoke_479.tif,0
smoke_486.tif,0
smoke_489.tif,0
smoke_499.tif,0
smoke_513.tif,0
smoke_537.tif,0
smoke_545.tif,0
smoke_546.tif,0
smoke_55.tif,0
smoke_554.tif,0
smoke_560.tif,0
smoke_564.tif,0
smoke_570.tif,0
smoke_571.tif,0
smoke_574.tif,0
smoke_582.tif,0
smoke_604.tif,0
smoke_609.tif,0
smoke_616.tif,0
smoke_620.tif,0
smoke_636.tif,0
smoke_64.tif,0
smoke_644.tif,0
smoke_650.tif,0
smoke_656.tif,0
smoke_665.tif,0
smoke_667.tif,0
smoke_668.tif,0
smoke_672.tif,0
smoke_675.tif,0
smoke_681.tif,0
smoke_685.tif,0
smoke_688.tif,0
smoke_69.tif,0
smoke_699.tif,0
smoke_701.tif,0
smoke_712.tif,0
smoke_727.tif,0
smoke_732.tif,0
smoke_747.tif,0
smoke_748.tif,0
smoke_749.tif,0
smoke_754.tif,0
smoke_755.tif,0
smoke_761.tif,0
smoke_764.tif,0
smoke_766.tif,0
smoke_769.tif,0
smoke_77.tif,0
smoke_776.tif,0
smoke_780.tif,0
smoke_781.tif,0
smoke_782.tif,0
smoke_785.tif,0
smoke_789.tif,0
smoke_791.tif,0
smoke_809.tif,0
smoke_822.tif,0
smoke_83.tif,0
smoke_830.tif,0
smoke_840.tif,0
smoke_848.tif,0
smoke_859.tif,0
smoke_865.tif,0
smoke_870.tif,0
smoke_873.tif,0
smoke_874.tif,0
smoke_875.tif,0
smoke_876.tif,0
smoke_878.tif,0
smoke_883.tif,0
smoke_884.tif,0
smoke_896.tif,0
smoke_898.tif,0
smoke_904.tif,0
smoke_905.tif,0
smoke_91.tif,0
smoke_911.tif,0
smoke_915.tif,0
smoke_920.tif,0
smoke_931.tif,0
smoke_942.tif,0
smoke_945.tif,0
smoke_946.tif,0
smoke_948.tif,0
smoke_953.tif,0
smoke_955.tif,0
smoke_958.tif,0
smoke_963.tif,0
smoke_965.tif,0
smoke_969.tif,0
smoke_976.tif,0
smoke_979.tif,0
smoke_980.tif,0
smoke_981.tif,0
smoke_983.tif,0
smoke_986.tif,0
smoke_987.tif,0
smoke_989.tif,0
smoke_991.tif,0
smoke_995.tif,0
smoke_998.tif,0
